Label,Count
commit-failure,1
error-in-commit,1
failed-commit,1
log-required,1
minor,1
hw-wallet,1
ecdsa,1
r-value-grinding,1
signer,1
wallet-compatibility,1
out-of-range-error,1
bug-introduction,1
code-changed,1
missing-initializer,1
intermittent-failure,1
wallet-groups,1
sendtoaddress,1
stale-chain-tip,1
deadlock,1
indexer-thread,1
malicious-nodes,1
peer-to-peer-network,1
synchronization-issues,1
hardware-independent,1
network-vulnerability,1
security-issue,1
validation-failure,1
index-corruption,1
recovery-problems,1
blacklist,1
trusted-peers,1
unapproved-forks,1
review-needed,1
feedback-required,1
stack-overflow,1
memory-corruption,1
interface-usdt-validation,1
decodepsbt,1
unsigned-integer,1
unsigned-long,1
corrupted-file,1
incompatible-software,1
truncated-download,1
incorrect-build,1
download-error,1
windows-incompatibility,1
unsigned-integer-overflow,1
ubsan,1
code-change-required,1
fuzzing-test-failure,1
deserialization-error,1
buffer-overflow,1
readlink,1
safety,1
unknown-failure,1
virtual-table,1
ctor-dtor,1
sanitizer-warning,1
include-file-not-found,1
smart-contracts,1
nlocktime,1
format-security,1
invalid-warning,1
p2sh-segwit,1
warning-issue,1
feature-regression,1
configuration-change,1
new-version-issue,1
software-feature-disable,1
unknown-behavior,1
user-unknown,1
configuration-confusion,1
pruning,1
software-behavior,1
insufficient-funds,1
funding,1
interrupted,1
rescanblockchain,1
abortrescan,1
validationinterface,1
truncated-response,1
json-response,1
batching-issue,1
size-limit,1
post-request,1
json-payload,1
request-truncation,1
toolset,1
platform,1
lock-contention,1
loading,1
linker,1
decoding-error,1
unexpected-exception,1
unicode-encoding-issue,1
c++17,1
c++20,1
initializers,1
crash-reports,1
system-crash,1
linux-not-affected,1
version-1.78,1
version-1.76,1
homebrew,1
boost-process,1
non-final,1
debug-log,1
debugging-needed,1
signal-sigsegv,1
polymorphism,1
inheritance,1
missing-operator-overload,1
template-metaprogramming-error,1
reproduction-failed,1
reindexing-error,1
version-v21,1
version-v22,1
checksum,1
hardened-paths,1
canonicalization,1
invalid-output,1
fuzzer,1
libc++,1
compiler-bug,1
symbolic-link,1
broken-functionality,1
self-compiled,1
cpu-idle,1
reindex-chainstate,1
reindex-issue,1
technical-documentation,1
incorrect-results,1
model-verification,1
model-testing,1
model-validation,1
realloc-failure,1
scalable,1
review-required,1
type-cast,1
pr-revert,1
skip-issue,1
test-skip,1
accuracy-test,1
performance-test,1
rounding,1
floating-point,1
architecture-dependent,1
numerical-accuracy,1
encoder,1
cann-toolkit,1
morphology,1
pull-request-readiness-checklist,1
acceleration,1
ipp,1
ld-symbol-not-found,1
closed,1
refine-detected-markers,1
camera-matrix,1
dist-coefficients,1
32-bit,1
numpy-deprecation,1
opencv-sample,1
upgrade-recommendation,1
ready,1
reviewed,1
size-error,1
vector-subscript-error,1
dnn-module,1
debug-issue,1
release-works-debug-fails,1
gpu-compatibility,1
cuda-runtime,1
model-execution,1
incompatible-types,1
invalid-operation,1
windows-arm,1
compatibility-check,1
mat-conversion,1
stereo-rectification,1
accuracy-testing,1
performance-testing,1
output-argument,1
inference-accuracy,1
cpu-performance,1
cnn,1
fast-math,1
reproducer-available,1
latest-version-issue,1
merge-ready,1
test-required,1
printing,1
redirect,1
cerr,1
stdio,1
standard-output,1
standard-error,1
stdout,1
stderr,1
stdout-redirection,1
stderr-redirection,1
io-redirection,1
io-handling,1
io-management,1
code-analysis,1
linker-failure,1
matrix-size,1
missing-dependencies,1
duplicate-export,1
export-set,1
target,1
overload,1
check,1
presence,1
accuracy-issue,1
cudastream,1
python-type-stubs,1
msmf,1
nullpointerexception,1
optionalargument,1
cameraindex,1
videocapture,1
unknownexception,1
windows10,1
windows11,1
visual-studio-issue,1
x86-architecture-issue,1
avx2-issue,1
intel-architecture-issue,1
library-linking-issue,1
missing-compiler-flag,1
attribute-missing,1
type-hinting,1
charuco,1
detection,1
machine-vision,1
math-api-change,1
assertionerror,1
onnximporterror,1
opencverror,1
dnnerror,1
modelloadingerror,1
assertionfailed,1
modelimportfailed,1
invalidmodel,1
modelparsingerror,1
onnxmodelerror,1
coordinates-issue,1
pthread-error,1
priority:medium,1
labels:pr-readiness,1
labels:checklist,1
labels:fix-requested,1
labels:code-review,1
cap-images,1
image-reading,1
static-type-checking,1
dynamic-type-checking,1
type-system,1
missing-re-exports,1
static-type-checker,1
open-source-library,1
incorrect-result,1
math-precision,1
precision-loss,1
data-type-mismatch,1
float-conversion-error,1
language-differences,1
incorrect-assignment,1
facerecognition,1
vector-subscript-out-of-range,1
unbound-types,1
maui-net,1
needs-code,1
needs-data,1
missing-constructor,1
wrapper-generation,1
missing-getter-setter,1
java-wrapper,1
java-property,1
generics,1
java-generics,1
interop,1
interop-issue,1
cuda-gpu-mat,1
upload-download,1
library-missing,1
cublas-issue,1
opencv-4.5.2-issue,1
avx,1
version-issues,1
ready-to-merge,1
contributor-agreement-signed,1
well-tested,1
readiness-checklist,1
dark-mode,1
font-color,1
unused-variable,1
variable-declaration,1
download-issue,1
incorrect-information,1
openjdk,1
library-bug,1
benchmarking-issue,1
runtime-comparison,1
opencv-matchtemplate,1
mask,1
data-changes,1
remap-function,1
border-mode,1
destination-image,1
source-image,1
pixel-mapping,1
windows-11,1
vectorization-error,1
broadcast,1
elementwise,1
nary,1
mathematical-error,1
intersection,1
rectangle,1
rotated-rectangle,1
intersection-points,1
cuda-support,1
open-source-contribution,1
video-decoding,1
opencv-error,1
cudacodec-error,1
unrecognized-selector,1
linker-flags,1
quicklook,1
mat-converters,1
mat-quicklook,1
code-execution-error,1
script-error,1
function-not-defined,1
undefined-function,1
opset,1
model-support,1
pr-requirements,1
out-of-memory-error,1
4k,1
yuyv,1
device-independence,1
system-specific-issue,1
cvtcolor,1
rgb2lab,1
float32-precision,1
color-precision,1
preprocessor-directive,1
target-platform,1
architecture-specific,1
multimedia,1
include,1
image-properties,1
frame-properties,1
channel-properties,1
reading-media,1
cv2,1
face-recognition,1
unresolved-external-symbol,1
text-rotation,1
parameter-request,1
citing,1
reference,1
citation,1
format,1
image-stitching,1
panorama,1
reordering,1
image-alignment,1
arm-none-eabi-gcc,1
recursive-mutex,1
library-merging,1
reshaping,1
array-mapping,1
roi,1
live-video,1
image-analysis,1
frame-issue,1
rectangle-tracking,1
region-of-interest,1
teachable-machine,1
error-loading-model,1
incorrect-documentation,1
parameter-issue,1
edge-detection,1
n100,1
processor,1
real-time-processing,1
background-removal,1
chroma-keying,1
cuda-incompatible,1
gcc-incompatible,1
gentoo-linux,1
linux-incompatible,1
missing-symbols,1
opencv-incompatible,1
algorithm-comparison,1
fix-proposal,1
misleading-information,1
update-request,1
xcb,1
dynamic-library,1
linker-configuration,1
operating-system-issues,1
build-issues,1
configuration-issues,1
static-build,1
zlib,1
configuration-question,1
module-conflict,1
package-conflict,1
image-saving,1
build-option,1
jni,1
remapping,1
image-warping,1
opencv-issue,1
coordinate-systems,1
image-transformation,1
c++-compilation,1
openvino,1
cross-compiler,1
arm32,1
urgent-help-needed,1
blocked-issue,1
onnx-file-error,1
cascade-classifier,1
xml-file-not-found,1
latency-issue,1
mobile-apps,1
image-merging,1
affine-transformation,1
warp-translation,1
image-composition,1
image-overlay,1
mean,1
meanstddev,1
3-channel-image,1
software-package,1
dynamic-link-libraries,1
loading-mechanisms,1
dependency-loading,1
import-mechanism,1
runtime-environment,1
debugging-help-needed,1
third-party-library,1
ippicv,1
parallel-computing,1
library-feature-request,1
video-conversion,1
software:version-compatibility,1
library:opencv,1
development:dependencies,1
model-requirements,1
library-build-error,1
imshow,1
alpha-channel,1
cvmat,1
pcl,1
orientation,1
exif,1
camera-orientation,1
function-call,1
method-entry,1
optical-flow,1
lucas-kanade,1
invalid-syntax,1
blocking-issue,1
time-complexity,1
frame-axes,1
axis-orientation,1
rotation-matrix,1
projective-geometry,1
different-results,1
path-separator,1
dot-notation,1
file-extension,1
image-io,1
reading-image,1
system-error,1
function-not-found,1
library-problem,1
header-not-found,1
project-setup-issue,1
mex-compiler-error,1
mex-compile-issue,1
c++-compilation-error,1
third-party-software-issue,1
dib,1
bmp,1
jpg,1
macos-target,1
framework-import-error,1
symbol-not-found,1
question-not,1
error-description,1
step-by-step-instruction,1
checklist-compliance,1
code-provided,1
image-provided,1
url-provided,1
documentation-checked,1
community-checked,1
question-discussion,1
problem-reporting,1
open-cv-error,1
package-configuration,1
missing-include-directory,1
camera-parameters,1
extrinsic-parameters,1
homography,1
rodrigues-formula,1
nvcuvid,1
throw-no-cuda,1
image-rendering,1
linking-issue,1
dynamic-library-issue,1
m1-mac-issue,1
brew-installed-package-issue,1
c++-compilation-issue,1
library-loading-issue,1
dylib-loading-issue,1
external-dependency,1
invalid-library,1
protobuf-error,1
prores,1
pixel-format,1
codec-issue,1
np.array,1
library-not-found,1
compilation-warning,1
compiler-warning,1
type-list,1
third-party,1
relocation-error,1
shared-library-error,1
linux-error,1
gcc-error,1
ld-error,1
toolchain-issue,1
facial-recognition,1
cultural-bias,1
bias-in-ai,1
diversity-and-inclusion,1
onnx-inference,1
cross-platform-issues,1
inference-differences,1
add-compiler-support,1
compiler-deprecation,1
next-generation-compiler,1
intel-oneapi,1
dpcpp,1
c++-compiler,1
icx,1
compiler-update,1
deprecation-notice,1
contributor-readiness-checklist,1
ccache,1
nvcc,1
color-format-conversion,1
historical-reasons,1
software-compatibility,1
rgb-conversion,1
bgr-conversion,1
format-change-request,1
mat,1
input/output,1
platform-compatibility,1
well-documented,1
onnx-importer-error,1
dnn-importer-error,1
ant,1
sample-application,1
limit-exceeded,1
datatype-expansion,1
api-expansion,1
sample-creation,1
pnp-problem,1
newton-iteration,1
autonomous-drone,1
real-time-computing,1
weak-iots,1
3d-modeling,1
calibrated-camera,1
readiness,1
inconsistent-shape,1
concat-layer,1
add-support,1
linux-support,1
compiler-support,1
camera-driver,1
rgb-d-camera,1
depth-camera,1
color-camera,1
hardware-issue,1
cann,1
npu,1
model-importer,1
flatbuffers,1
onnx-import-error,1
opencv-dnn-error,1
machine-learning-model-import,1
layer-creation-error,1
importer,1
processing,1
duplicate-code,1
undocumented-behavior,1
code-smell,1
software-dependencies,1
infrastructure-support,1
new-device,1
code-cleanup,1
video-compression,1
depth-image-compression,1
data-compression,1
data-format-support,1
gstreamer,1
postprocessing,1
simd,1
cpu-support,1
object-tracking,1
edge-device,1
lightweight-model,1
functionality-missing,1
cross-platform-comparison,1
require-additional-info,1
communication-issue,1
environment-variables,1
constant-input,1
text-detection,1
api-stability,1
python-bindings,1
g-api,1
pull-request-checklist,1
endianess,1
multiview,1
gso-2022,1
universal-intrinsic,1
risc-v-vector,1
backend-compatibility,1
op13,1
qgemm,1
squeeze-op,1
interrupt,1
low-fps,1
driver-update,1
capture-support,1
multi-planar,1
single-planar,1
reduction-layer,1
dynamic-batch,1
batch-processing,1
depth-sensing,1
rgb-d,1
uvc-protocol,1
library-development,1
pull-request-guidelines,1
contributed-code,1
code-readiness,1
wayland,1
highgui,1
interactive-tool,1
dataset-collection,1
offline-tuning,1
docs-updated,1
sample-code-included,1
pr-readiness-checked,1
gst-gstreamer,1
data-layout,1
format-inference,1
parse-error,1
element-wise-operations,1
comparison-study,1
patch-review,1
complexity-tradeoff,1
preprocessing,1
addition,1
cpu-backend,1
reshape-functionality,1
fluid-heterogeneous-reshape,1
added-feature,1
new-hardware-support,1
arm-support,1
preprocessor-directives,1
compiler-directives,1
panorama-generation,1
16-bit-image-processing,1
driver,1
software,1
hardware-acceleration,1
vaapi,1
mesa,1
amd,1
rework,1
continue,1
resolve,1
denormal,1
fp,1
sse,1
ftz,1
daz,1
subnormal,1
openmp,1
custom-build,1
multiple-commits,1
scope,1
exported-classes,1
aliasing,1
module-structure,1
namespace,1
class-scoping,1
blob,1
